property_id,name,type,latitude,longitude,source
P002,Amrapali Jewels,retail,26.9164215,75.8101087,OpenStreetMap
P002,Shoppers' Paradise,retail,26.9068342,75.7955088,OpenStreetMap
P002,Corner 10,food,26.9170881,75.743631,OpenStreetMap
P002,Kanyi Restaurant,food,26.9216983,75.7968445,OpenStreetMap
P002,Cafe Coffee Day,food,26.9060748,75.7970467,OpenStreetMap
P002,Unnamed,retail,26.9227938,75.7993799,OpenStreetMap
P002,Sun n Moon,retail,26.9698926,75.7731906,OpenStreetMap
P002,Vishal Mega Mart,retail,26.969883,75.7732925,OpenStreetMap
P002,Aditya's,retail,26.9240775,75.8179852,OpenStreetMap
P002,Jaipur Textile Market,retail,26.837253,75.8335656,OpenStreetMap
P002,"Cheel Gadi, Sanganer",food,26.8219982,75.8109285,OpenStreetMap
P002,JTM,retail,26.8376142,75.833536,OpenStreetMap
P002,Mohan Restaurant,food,26.9198945,75.7987261,OpenStreetMap
P002,Palika Bazaar,retail,26.8907248,75.7728969,OpenStreetMap
P002,Big Bazaar,retail,26.8906866,75.7724248,OpenStreetMap
P002,Shades Beauty Parlor,retail,26.891165,75.7727359,OpenStreetMap
P002,Balaji enterprises,retail,26.9515978,75.7019402,OpenStreetMap
P002,Unnamed,retail,26.9167996,75.8215636,OpenStreetMap
P002,Unnamed,retail,26.9078018,75.7493368,OpenStreetMap
P002,Unnamed,retail,26.8487041,75.8090081,OpenStreetMap
P002,Unnamed,food,26.9170942,75.8200153,OpenStreetMap
P002,Kailash Restaurant,food,26.9270367,75.8281377,OpenStreetMap
P002,bella italia,food,26.9209213,75.8039303,OpenStreetMap
P002,vaishali stationary,retail,26.928155,75.7975336,OpenStreetMap
P002,Unnamed,food,26.8930025,75.8320808,OpenStreetMap
P002,Jaighar,food,26.983062,75.8444611,OpenStreetMap
P002,"Rainbow Cafe, Jaipur",food,26.9483121,75.8404444,OpenStreetMap
P002,Unnamed,food,26.921112,75.796593,OpenStreetMap
P002,Peacock rooftop restaurant,food,26.9163329,75.7956078,OpenStreetMap
P002,Jal Mahal Ice Cream Parlour,retail,26.9162117,75.811188,OpenStreetMap
P002,Rathore plaza,retail,26.937456,75.752033,OpenStreetMap
P002,Unnamed,food,26.8978763,75.8147386,OpenStreetMap
P002,Unnamed,food,26.9196661,75.7913021,OpenStreetMap
P002,Shree Jagannath gajak bhandar,retail,26.919787,75.826617,OpenStreetMap
P002,Western Motorsports,retail,26.8982636,75.7610938,OpenStreetMap
P002,Panache Tours,retail,26.9136138,75.7433561,OpenStreetMap
P002,Unnamed,food,26.9157551,75.8101207,OpenStreetMap
P002,India Coffe House,food,26.9171606,75.8145919,OpenStreetMap
P002,coffey Day,food,26.9164507,75.7991333,OpenStreetMap
P002,Unnamed,food,26.89131,75.7590683,OpenStreetMap
P002,Unnamed,retail,26.9194086,75.8213213,OpenStreetMap
P002,Unnamed,retail,26.9173464,75.8187803,OpenStreetMap
P002,Unnamed,food,26.917149,75.8145028,OpenStreetMap
P002,Unnamed,food,26.9122319,75.8037901,OpenStreetMap
P002,Unnamed,retail,26.9192989,75.8171771,OpenStreetMap
P002,V2 FINE DINING,food,26.9078828,75.8126688,OpenStreetMap
P002,Unnamed,food,26.916173,75.8106707,OpenStreetMap
P002,Cheap food places,food,26.9120381,75.7920659,OpenStreetMap
P002,Liquor store,retail,26.9082703,75.7995749,OpenStreetMap
P002,Dhaba,food,26.9063152,75.7966924,OpenStreetMap
P002,Unnamed,food,26.9200803,75.795336,OpenStreetMap
P002,Hotel Marc Inn,food,26.9110124,75.7421695,OpenStreetMap
P002,CYU Cloth Yourself Urban,retail,26.9298363,75.7901259,OpenStreetMap
P002,Unnamed,food,26.9198326,75.824478,OpenStreetMap
P002,Unnamed,retail,26.9195222,75.8255987,OpenStreetMap
P002,Green Restaurant Pure Vegetarian,food,26.9170712,75.8047235,OpenStreetMap
P002,Unnamed,food,26.9247396,75.7895873,OpenStreetMap
P002,"Samode Haveli , Jaipur",food,26.9331035,75.8372573,OpenStreetMap
P002,Unnamed,food,26.9130736,75.7853986,OpenStreetMap
P002,Unnamed,food,26.8978423,75.8079481,OpenStreetMap
P002,Copper Chimney,food,26.9169731,75.80407,OpenStreetMap
P002,"Tapri Central , JAIPUR",food,26.9056742,75.8111596,OpenStreetMap
P002,Parampara,food,26.9408543,75.8384138,OpenStreetMap
P002,Unnamed,retail,26.8528829,75.807512,OpenStreetMap
P002,Unnamed,retail,26.9163632,75.8105086,OpenStreetMap
P002,Unnamed,food,26.942206,75.8374738,OpenStreetMap
P002,Midtown Multicuisine Restaurant,food,26.9237826,75.820574,OpenStreetMap
P002,Unnamed,food,26.9050829,75.7946411,OpenStreetMap
P002,Unnamed,food,26.8945386,75.7683878,OpenStreetMap
P002,Unnamed,food,26.9060714,75.795372,OpenStreetMap
P002,Unnamed,retail,26.9192779,75.7994243,OpenStreetMap
P002,saraf carpet and textiles (LLP),retail,26.9380385,75.8354625,OpenStreetMap
P002,Unnamed,retail,26.9387415,75.8403941,OpenStreetMap
P002,Lazy Mozo Backpackers,food,26.9069676,75.789381,OpenStreetMap
P002,Unnamed,food,26.9212149,75.7969429,OpenStreetMap
P002,Unnamed,retail,26.9310309,75.8316446,OpenStreetMap
P002,Unnamed,retail,26.9384407,75.835113,OpenStreetMap
P002,"RESTAURANT , JAIPUR",food,26.9498381,75.8421508,OpenStreetMap
P002,Unnamed,retail,26.921038,75.797693,OpenStreetMap
P002,Bapu Bazaar,retail,26.9167713,75.821309,OpenStreetMap
P002,Unnamed,food,26.8951343,75.8290109,OpenStreetMap
P002,Gulab Ji Chai,food,26.9194326,75.7997638,OpenStreetMap
P002,The Tattoo Cafe,food,26.923806,75.827314,OpenStreetMap
P002,Hawk View Roof Top Restaurant,food,26.9304622,75.8283513,OpenStreetMap
P002,Shama Bhojnyala,food,26.9244566,75.78773,OpenStreetMap
P002,"Maggie rooftop restaurant , Jaipur",food,26.9241359,75.7897529,OpenStreetMap
P002,Street food and chai corner,food,26.925004,75.8159025,OpenStreetMap
P002,Wind view cafe,food,26.9237491,75.8272853,OpenStreetMap
P002,Unnamed,food,26.9214607,75.790038,OpenStreetMap
P002,Ratnavali,retail,26.9459906,75.8412685,OpenStreetMap
P002,Sindhi Camp,railway,26.9224737,75.799635,OpenStreetMap
P002,Railway Station,railway,26.9181132,75.790129,OpenStreetMap
P002,Unnamed,food,26.9169628,75.8053859,OpenStreetMap
P002,CIP Lounge Airport Jaipur,food,26.8279302,75.8062494,OpenStreetMap
P002,Airr Toast,food,26.8277778,75.8061437,OpenStreetMap
P002,Curious Life Coffee Roasters,food,26.9042168,75.7969605,OpenStreetMap
P002,Unnamed,retail,26.9176731,75.8564865,OpenStreetMap
P002,Unnamed,food,26.9023809,75.8015211,OpenStreetMap
P002,Cafe Coffee Day,food,26.9112425,75.8197191,OpenStreetMap
P002,Monkey Temple Ticket Office,retail,26.9167554,75.8602457,OpenStreetMap
P002,Sisodia Rani Garden and Palace Ticket Office,retail,26.8992474,75.8585967,OpenStreetMap
P002,"Rajasthali, Government handicraft emporium",retail,26.9167411,75.8160472,OpenStreetMap
P002,Unnamed,retail,26.9460971,75.8382593,OpenStreetMap
P002,Unnamed,food,26.9342829,75.8253191,OpenStreetMap
P002,Unnamed,food,26.930591,75.8278325,OpenStreetMap
P002,"Kapda Ghar , Jaipur",retail,26.9461759,75.8415746,OpenStreetMap
P002,Royal Sheritan Rooftop Bar,food,26.9304449,75.8284459,OpenStreetMap
P002,"Restaurant , Jaipur",food,26.94956,75.837543,OpenStreetMap
P002,Unnamed,retail,26.9285973,75.7892338,OpenStreetMap
P002,Unnamed,retail,26.9207081,75.7909211,OpenStreetMap
P002,Umaid Bhawan,food,26.9284344,75.7923832,OpenStreetMap
P002,Unnamed,food,26.9334401,75.8347763,OpenStreetMap
P002,Unnamed,food,26.9247436,75.7906405,OpenStreetMap
P002,Unnamed,food,26.9157256,75.7963116,OpenStreetMap
P002,Jaipur modern,food,26.9140104,75.7987636,OpenStreetMap
P002,Unnamed,food,26.9396438,75.8369237,OpenStreetMap
P002,Green pigeon,food,26.9397188,75.8369813,OpenStreetMap
P002,Unnamed,food,26.9397212,75.8370234,OpenStreetMap
P002,Unnamed,retail,26.9471615,75.8387638,OpenStreetMap
P002,Unnamed,retail,26.9344837,75.7942966,OpenStreetMap
P002,Unnamed,retail,26.9063205,75.8009137,OpenStreetMap
P002,jtm mall jagatpura,retail,26.8374374,75.8335685,OpenStreetMap
P002,Lassiwara,food,26.9164866,75.8111981,OpenStreetMap
P002,CHANMAN,food,26.8615784,75.7956052,OpenStreetMap
P002,Unnamed,food,26.9288163,75.82832,OpenStreetMap
P002,Unnamed,food,26.9162394,75.8112696,OpenStreetMap
P002,Unnamed,retail,26.916053,75.81002,OpenStreetMap
P002,Unnamed,retail,26.9275122,75.8279291,OpenStreetMap
P002,Unnamed,retail,26.9274651,75.828248,OpenStreetMap
P002,Kalyan Rooftop Restaurant,food,26.9162022,75.7958659,OpenStreetMap
P002,Unnamed,food,26.9455632,75.840143,OpenStreetMap
P002,Unnamed,food,26.9237416,75.8268257,OpenStreetMap
P002,Unnamed,food,26.9263484,75.8276354,OpenStreetMap
P002,Unnamed,retail,26.9248726,75.8147176,OpenStreetMap
P002,Unnamed,retail,26.9221372,75.7864927,OpenStreetMap
P002,dasaprakash,food,26.9163003,75.8080015,OpenStreetMap
P002,Shri Krishna Restaurant,food,26.9242783,75.7883111,OpenStreetMap
P002,Atithiya,food,26.9253797,75.7909073,OpenStreetMap
P002,Unnamed,retail,26.8912386,75.8058237,OpenStreetMap
P002,Reme Lifestyle,retail,26.9005433,75.796941,OpenStreetMap
P002,Unnamed,retail,26.9163888,75.8071226,OpenStreetMap
P002,Puma,retail,26.9161838,75.8110601,OpenStreetMap
P002,Unnamed,retail,26.9457765,75.8364112,OpenStreetMap
P002,Unnamed,retail,26.9458742,75.838521,OpenStreetMap
P002,Sahu Ki Chai,food,26.9183926,75.8213095,OpenStreetMap
P002,Nibs Restaurant Cafe,food,26.9024904,75.7943953,OpenStreetMap
P002,Tasty King,food,26.9214409,75.8192213,OpenStreetMap
P002,Civil Lines,railway,26.9096783,75.7812494,OpenStreetMap
P002,Amarnath Café,food,26.8549744,75.8054398,OpenStreetMap
P002,Unnamed,food,26.9398195,75.8165576,OpenStreetMap
P002,Unnamed,food,26.9174489,75.8185448,OpenStreetMap
P002,Unnamed,retail,26.9006494,75.7966037,OpenStreetMap
P002,Brown Bites bakes and cafe,food,26.9053917,75.7943144,OpenStreetMap
P002,McDonald's,food,26.8949234,75.7484689,OpenStreetMap
P002,Royal Bakery JTM mall,retail,26.8367694,75.8341023,OpenStreetMap
P002,Venus Bakery,retail,26.902208,75.7537728,OpenStreetMap
P002,Bajaj & Ktm bikes,retail,26.8988742,75.7581949,OpenStreetMap
P002,Kanha Restaurant,food,26.9034635,75.7531462,OpenStreetMap
P002,Indian Sweets shop,retail,26.905766,75.7391259,OpenStreetMap
P002,KFC,food,26.9112339,75.7434521,OpenStreetMap
P002,Pizza Hut,food,26.9112988,75.7433748,OpenStreetMap
P002,Tanishq,retail,26.9111407,75.7392242,OpenStreetMap
P002,Jodhpur Sweets,retail,26.9123293,75.7381331,OpenStreetMap
P002,Big Bazaar,retail,26.9153299,75.7437592,OpenStreetMap
P002,Domino's,food,26.9124759,75.7435624,OpenStreetMap
P002,The Crust,retail,26.9112249,75.7440669,OpenStreetMap
P002,Royal Bakery,retail,26.9104383,75.7440869,OpenStreetMap
P002,Reliance Fresh,retail,26.9100083,75.743752,OpenStreetMap
P002,Chinkara Canteen,retail,26.9170247,75.7657726,OpenStreetMap
P002,Advance Honda,retail,26.9054487,75.7407765,OpenStreetMap
P002,Unnamed,food,26.9165311,75.8095597,OpenStreetMap
P002,Surabhi,food,26.932025,75.8313405,OpenStreetMap
P002,Unnamed,food,26.9297256,75.8025622,OpenStreetMap
P002,Aanandam,food,26.9388107,75.8379353,OpenStreetMap
P002,Grab A Coffee,food,26.8631143,75.7916013,OpenStreetMap
P002,Tan-Sukh,food,26.8645183,75.7966356,OpenStreetMap
P002,Vipul Motors (Maruti Suzuki Arena),retail,26.8983634,75.7653087,OpenStreetMap
P002,Chanakya,food,26.8931734,75.7393253,OpenStreetMap
P002,Sankalp,food,26.8968558,75.7519657,OpenStreetMap
P002,Renault,retail,26.9303474,75.7875106,OpenStreetMap
P002,Unnamed,food,26.929569,75.7886838,OpenStreetMap
P002,Virasat Heritage Restaurant,food,26.899449,75.7929487,OpenStreetMap
P002,McDonald's,food,26.9032872,75.7929498,OpenStreetMap
P002,Pizza Hut Delivery,food,26.9033421,75.7923228,OpenStreetMap
P002,Unnamed,retail,26.9182605,75.8440069,OpenStreetMap
P002,Reliance Footprint,retail,26.9112212,75.752773,OpenStreetMap
P002,Unnamed,retail,26.916398,75.8046447,OpenStreetMap
P002,Godrej interio,retail,26.9149505,75.7529894,OpenStreetMap
P002,Jharkand electronics,retail,26.9212043,75.7544029,OpenStreetMap
P002,Goodyear dealer,retail,26.9069649,75.7526626,OpenStreetMap
P002,Jodhpur sweets,retail,26.8350018,75.8348815,OpenStreetMap
P002,Masala Chowk,food,26.9102996,75.8205896,OpenStreetMap
P002,Chai Chaskaa,food,26.9011834,75.7342422,OpenStreetMap
P002,Kullad - The Teafe',food,26.9011858,75.7363862,OpenStreetMap
P002,Vinayak Stationery,retail,26.90165,75.7359278,OpenStreetMap
P002,Shree Radhe,food,26.9016025,75.7358029,OpenStreetMap
P002,Tempties,food,26.9004765,75.7364033,OpenStreetMap
P002,Cafe 48,food,26.9002805,75.7363985,OpenStreetMap
P002,North West Corner,food,26.9017683,75.7368578,OpenStreetMap
P002,Agrawal Traders,retail,26.9024354,75.7742514,OpenStreetMap
P002,Sadi Center,retail,26.902434,75.7741944,OpenStreetMap
P002,NEXA KP Automotive,retail,26.9180508,75.7530272,OpenStreetMap
P002,Renault Jaipur West,retail,26.9178997,75.7529805,OpenStreetMap
P002,The Royal Ship,food,26.9209197,75.7533318,OpenStreetMap
P002,Unnamed,retail,26.9111729,75.7442089,OpenStreetMap
P002,Dhaliwal & Company,retail,26.922,75.749731,OpenStreetMap
P002,Reliance Fresh,retail,26.9238925,75.7455491,OpenStreetMap
P002,Easy day,retail,26.8969771,75.7390024,OpenStreetMap
P002,Dell Store,retail,26.8971316,75.7390472,OpenStreetMap
P002,Kebabs & Curries Company,food,26.8987716,75.7387686,OpenStreetMap
P002,Kesar Kanha,food,26.8991232,75.7385392,OpenStreetMap
P002,Unnamed,retail,26.8973569,75.7392878,OpenStreetMap
P002,Barasana Cycle,retail,26.9052096,75.7392125,OpenStreetMap
P002,Unnamed,retail,26.9049951,75.7390857,OpenStreetMap
P002,Jaipur Farms,retail,26.9037079,75.7391351,OpenStreetMap
P002,map Acres,food,26.9289947,75.8252613,OpenStreetMap
P002,Bata,retail,26.9152859,75.7433084,OpenStreetMap
P002,Candra Furniture,retail,26.9152619,75.7432944,OpenStreetMap
P002,Mandakini Sarees,retail,26.9151526,75.7432113,OpenStreetMap
P002,CREO kitchens,retail,26.9050646,75.7446028,OpenStreetMap
P002,The Drapery Store,retail,26.9057939,75.7427025,OpenStreetMap
P002,SIS security,retail,26.9056854,75.7426779,OpenStreetMap
P002,KK Sports,retail,26.9111559,75.7398086,OpenStreetMap
P002,Reliance Digital,retail,26.9059064,75.7516754,OpenStreetMap
P002,Unnamed,retail,26.9302774,75.8268726,OpenStreetMap
P002,Unnamed,food,26.8978764,75.8150251,OpenStreetMap
P002,Samrat street food,food,26.921071,75.822143,OpenStreetMap
P002,Samsung Service Center,retail,26.8850398,75.7673284,OpenStreetMap
P002,"Ashirwad Study Point , JAIPUR",retail,26.9451488,75.8443796,OpenStreetMap
P002,Molly Moo,food,26.9113009,75.8017201,OpenStreetMap
P002,Unnamed,retail,26.9210805,75.7941698,OpenStreetMap
P002,Charis cafe,food,26.9132795,75.7940823,OpenStreetMap
P002,Shweta Kothari,retail,26.8974155,75.7901477,OpenStreetMap
P002,Mayori Conscious Clothing Store,retail,26.9115677,75.7876801,OpenStreetMap
P002,Local market,retail,26.9236218,75.8158119,OpenStreetMap
P002,Unnamed,food,26.9053514,75.7949791,OpenStreetMap
P002,"Blue door Cafe  , Jaipur",food,26.9266184,75.8269278,OpenStreetMap
P002,Bhandari Jewellers,retail,26.9390673,75.8382958,OpenStreetMap
P002,Unnamed,retail,26.9116565,75.7868488,OpenStreetMap
P002,Unnamed,retail,26.9186957,75.8144736,OpenStreetMap
P002,burger singh,food,26.9165819,75.8096329,OpenStreetMap
P002,Unnamed,retail,26.9266566,75.8247702,OpenStreetMap
P002,JSS Makeovers & Makeup Academy,retail,26.8543705,75.7833188,OpenStreetMap
P002,The Hungry Owl,food,26.8487827,75.7691477,OpenStreetMap
P002,Ashoka Jewellers,retail,26.9207377,75.8263842,OpenStreetMap
P002,Sri Motu Ram Prasadam,food,26.8436065,75.8024609,OpenStreetMap
P002,The Block Story,retail,26.9020449,75.7941709,OpenStreetMap
P002,Chandpole,railway,26.9266005,75.807892,OpenStreetMap
P002,Choti Chaupar,railway,26.9247317,75.8184589,OpenStreetMap
P002,Badi Chaupar,railway,26.9229585,75.8268223,OpenStreetMap
P002,DMart,retail,26.9413387,75.7706274,OpenStreetMap
P002,Chinkara Gas Agency,retail,26.9206058,75.7654465,OpenStreetMap
P002,Flora International,retail,26.8594306,75.8092909,OpenStreetMap
P002,IIFL Goal Loan,retail,26.8594585,75.8092138,OpenStreetMap
P002,Muthoot Finance Ltd.,retail,26.8594089,75.8093683,OpenStreetMap
P002,D.K.Jewellers,retail,26.8594201,75.8093368,OpenStreetMap
P002,Cafe Coffee Day,food,26.8593503,75.8083773,OpenStreetMap
P002,Lakme Salon,retail,26.859291,75.8083662,OpenStreetMap
P002,Style N Scissors,retail,26.8592029,75.8086432,OpenStreetMap
P002,Unnamed,food,26.9142475,75.7379941,OpenStreetMap
P002,South Indian Dosa Corner,food,26.9143066,75.7379933,OpenStreetMap
P002,Unnamed,food,26.9143082,75.7380258,OpenStreetMap
P002,Unnamed,retail,26.9141369,75.7380043,OpenStreetMap
P002,National Handloom - Vaishali Nagar,retail,26.9141322,75.7379587,OpenStreetMap
P002,Liverpool,retail,26.9148152,75.738215,OpenStreetMap
P002,Shyam Sweets,retail,26.9148058,75.7380264,OpenStreetMap
P002,Jagdamba Jewellers,retail,26.9148163,75.7379271,OpenStreetMap
P002,Lal kothi Shopping centre,retail,26.8811277,75.7987952,OpenStreetMap
P002,Shreeram Flowers,retail,26.9024196,75.7864895,OpenStreetMap
P002,Brown Sugar,retail,26.9024065,75.7865482,OpenStreetMap
P002,ShuchiVC,retail,26.9013659,75.7856806,OpenStreetMap
P002,Cafe Coffee Day,food,26.9016256,75.7849972,OpenStreetMap
P002,Unnamed,retail,26.901191,75.7807994,OpenStreetMap
P002,Sunshine Honda,retail,26.9012453,75.7825353,OpenStreetMap
P002,Saras Dairy,retail,26.9054236,75.7388882,OpenStreetMap
P002,Harish Cycles,retail,26.8735366,75.7770059,OpenStreetMap
P002,Santosh Shekhawati Furniture & Home Decor,retail,26.8734452,75.7771253,OpenStreetMap
P002,Ridhi Sidhi Sweets,retail,26.8734967,75.7760574,OpenStreetMap
P002,Adarsh Sports & Fitness,retail,26.8733699,75.7759653,OpenStreetMap
P002,Gulnar Juice,food,26.8735628,75.7761313,OpenStreetMap
P002,Mobile Wale,retail,26.8735863,75.7761479,OpenStreetMap
P002,Lee Optics,retail,26.8966752,75.7392064,OpenStreetMap
P002,One Two Ka Four,retail,26.896566,75.7391914,OpenStreetMap
P002,ShoeExpress,retail,26.8966256,75.7391754,OpenStreetMap
P002,Jodhpur Sweet Centre,retail,26.8965433,75.7388928,OpenStreetMap
P002,Mama wheel repairing center,retail,26.9171591,75.8009252,OpenStreetMap
P002,JAYANTI CAR WORLD,retail,26.9043395,75.728965,OpenStreetMap
P002,Coffee Break,food,26.9091075,75.738462,OpenStreetMap
P002,Rajlaxmi designer studio,retail,26.9004443,75.7390468,OpenStreetMap
P002,Mittal Garments,retail,26.9027966,75.775386,OpenStreetMap
P002,Saas Bahu Ladies Tailor,retail,26.8991013,75.7847228,OpenStreetMap
P002,Bhairu Sahu Matka Kulfi Juice & Ice Cream,retail,26.8993887,75.7838445,OpenStreetMap
P002,Cafe Coffee Day,food,26.9031,75.8365725,OpenStreetMap
P002,Levi's,retail,26.9030476,75.8365108,OpenStreetMap
P002,Puma,retail,26.9029847,75.836458,OpenStreetMap
P002,United Colors of Benetton,retail,26.9029245,75.8363874,OpenStreetMap
P002,Girls Paradise,retail,26.903176,75.836646,OpenStreetMap
P002,spykar,retail,26.9032127,75.8367224,OpenStreetMap
P002,U.S. Polo Assn.,retail,26.9033044,75.8367606,OpenStreetMap
P002,Mufti,retail,26.9028563,75.8363933,OpenStreetMap
P002,Juicy Fruity,food,26.9031105,75.8366548,OpenStreetMap
P002,Big Bazaar,retail,26.9032441,75.8368135,OpenStreetMap
P002,Domino's,food,26.9033096,75.8368752,OpenStreetMap
P002,American Grill,food,26.9033299,75.836829,OpenStreetMap
P002,Provogue,retail,26.9028261,75.836488,OpenStreetMap
P002,ISLIE by priya jain,retail,26.8900989,75.7725741,OpenStreetMap
P002,Evershine Tower,retail,26.9110073,75.7431778,OpenStreetMap
P002,Unnamed,food,26.9075297,75.815063,OpenStreetMap
P002,Manasarovar,railway,26.8794402,75.7502389,OpenStreetMap
